,Unnamed: 0,content,label,fake
65,65,i fuck wit u i n daft ass nigga luv wit ya lulzz,1,1
66,66,Oh no  you can't go and piss my wife :) ,1,1
67,67,haha that is awesome xD That means  we need more videos! Damn people! I think i know a lot people!,1,1
68,68,omigod!!,1,1
69,69,what's his deal? Why is that chick on that fucking couch?,1,1
70,70,lol wtf?!? Uhh  what  can u do? i hate UH!  damn u!,1,1
71,71,LMAO!!! LOL!!! lol! Loves hate it!!! I have to stop watching  that ugly movie.,1,1
72,72,is that you or the man ur wife calling? or is the woman acting as if she loves you just as bad as your own,1,1
73,73,I'm glad u can find a woman who really is just as sexy as u. Ugh  I hope ur family finds love,1,1
74,74,it is gay ass!,1,1
75,75,You mean... that girl is an ass now? I hope not  I really want something more...,1,1
76,76,fuck you and you can dox ,1,1
77,77,well yeah i did! lol,1,1
78,78,you need sleep? u want a fucking life  don't waste it on me,1,1
79,79,why are we so upset about the death. that sucks dude....,1,1
80,80,bitch I'm still not quite over it! Lol @ that lame ass gay tweet... damn lame...,1,1
81,81,Locked and can only stay on 3G for now. :( I'd give it one more shot  if I had a go,1,1
82,82,your mom shouldnt have made the chocolate omg cake you made  the freakins didnt even notice you! lmfftw,1,1
83,83,omg! how do you fuck people  then you make me drink and eat it?!?,1,1
84,84,loves emo. fuck emo!,1,1
85,85,lol no kidding @jimmydamsels he doesn't get out much  you would know that,1,1
86,86,Oh. Good day. Are you in New York or LA? ;),1,1
87,87,FUCK! Fucking YES!!!!!,1,1
88,88,yeah I was trying but I wasn't sure if it was just me... I was at school... what time was it  ,1,1
89,89,you just make yourself seem evil..,1,1
90,90,i fucking HATE fucking your face. i need ur pussy all gone!,1,1
91,91,fuck yeah! :P - it sucks being new to your department! :),1,1
92,92,bruises for your whole family....don't give away the good  :) x,1,1
93,93,"no I mean ""fuck u wt fuck nuth Fuck you"". Damn that bitch!",1,1
94,94,LMAO!!! I'M FUCKING A FAG!!! LOL,1,1
95,95,no I didn u fucking call them gay and shit? No u did and u'll never get the n word.,1,1
96,96,You are gay? How dare I tell you?? Lololoboy,1,1
97,97,noooo,1,1
98,98,your fucking retarded..if u wanna fuck..let  everyone come together & make a band..you fucking punk rockers ,1,1
99,99,you wanna come hang here. i want to sit down. how 'Cum cum'?,1,1
100,100,fuck that guy and everyone he/that's got you. We'll just keep on coming back.,1,1
101,101,Damn right,1,1
102,102,LOL. Lol ass LOL. You can keep that  bitch but don't send pics,1,1
103,103,what if i didnt do the french knits thing.... im fine with  the rest,1,1
104,104,Fuck yo rucks he's a mess,1,1
105,105,you mean that u want a thong with the hole for u? haha ok.. fuck! that u,1,1
106,106,hate to think that we will not only fail to kick your asses but kick your ass too,1,1
107,107,You are totally awesome. ;),1,1
108,108,"That sounds like some shit... but I love ""WTF""!",1,1
109,109,HULK SAY...HA HA. Bitch you get 2 hours. YUM SUMMAY ME!!! U BE A ASS,1,1
110,110,FUCK YOU!!,1,1
111,111,i hate those ass cheeks of yours,1,1
112,112,haha fuck. I was bored out of the mood  and just wanted to write this damn report.,1,1
113,113,fuck no they didn!  fucking blast it!!!,1,1
114,114,I would never be gay. But I'd hate a guy in a burka and not a moustache... ;),1,1
115,115,a woman should only sleep four hours a week; that's how much I'd prefer being dead :(,1,1
116,116,I was jealous of how short her hair was going to be ;) Ha! :O,1,1
117,117,well im still at work.....fuck that!! :] and then i can sleep in for days...that means i owe you,1,1
118,118,you are such a loser!! @GeorgeRna - damn you,1,1
119,119,That really sucks! I wish there was a movie like that  where it showed you getting ready by shaving your pussy,1,1
120,120,that's just gross.  gay rights and being gay is cool!,1,1
121,121,bae you are soo hot,1,1
122,122,I hate it that the damn tv-box can-call makes people watch the  canceLL...and  you can,1,1
123,123,oh so is that the guy on tv???  that dude sounds a lot like me,1,1
124,124,@gaijin_your gay or is that how u look in your pics and shit i mean i hate your skin,1,1
125,125,it sucks man that sucks....it is a gay ass show.,1,1
126,126,no shit! you're not gay ;),1,1
127,127,damn your mommy,1,1
128,128,I think i killed @dakaneeeeeee lol. She's pretty much just like a whore for HARD.. I hate,1,1
129,129,ohhh god damnit. he is such a loser!!!,1,1
130,130,"""fuck yeah"" =/ lol",1,1
131,131,it could be ugly ;) I hate snow and can't sit for that :(,1,1
132,132,You're gonna be sorry when your parents are no good... *sigh*,1,1
133,133,Damn...what if...they did some other damn shit to this season and you missed...that you should be grateful,1,1
134,134,i hope you don't go out at night because its fuckin awful! ;),1,1
135,135,loser you are. your cock's a bitchy bitchy dick lilt..,1,1
136,136,i am not! fuck you @twitpant! or else i am...,1,1
137,137,no its only me that isnt talking in a peep show! :(,1,1
138,138,that's a good answer. Damn straight. ;),1,1
139,139,FUCK YOU AND PUT LOST IN LOST MANAGER!,1,1
140,140,You are a big nerd. And a real nerd. :D,1,1
141,141,I am jealous :p You are a fucking amazing person!,1,1
142,142,-  it seems like you are pretty pickiest about your own bacon ;),1,1
143,143,fuck you jim!  loll on twitter jk jabs a fuck.,1,1
144,144,i hate weddings.. fuck this,1,1
145,145,I hope that works for you :),1,1
146,146,lol what the shit was that  you doing on iamp? Damn i want to fuck you.,1,1
147,147,"I hate that  she thinks ""hate for free"" *quoting*",1,1
148,148,damn!  Damn that song and all you cabs. Ha hah hah,1,1
149,149,i don't wanna waste everyone's free stuff wit em bs... i'm too busy with what u're b4 :-,1,1
150,150,You're lucky  that's for sure. Lol &amp;&amp; :P! &amp;&amp ;p,1,1
151,151,fuck yes you!!! lol so far its gone better than any band I have done before.  lollipop,1,1
152,152,no way  he's my son,1,1
153,153,bitch you don't look cute or smart enough for me,1,1
154,154,fuck the fuck up  I wanna know! :D (srsly),1,1
155,155, I can do much better than your ass,1,1
156,156,dani that's a load of dum knifes that would make a better Halloween pillow stand,1,1
157,157,I know how you'd feel like shit :D,1,1
158,158,dou hmm your a nerd fuck all.,1,1
159,159,i know,1,1
160,160,yeah but you can tell me anything on the other hand....oh  how the hell are they such big lovers???,1,1
161,161,well yeah  now you are the fucking parakeet,1,1
162,162,i know! It's a damn hot...can you make that bitch hot for mom?,1,1
163,163,Damn skittles  you fat son-f&ftr!,1,1
164,164,damn that. :-(  Damn that. I can only think about all of the awful songs from yesterday!! ;),1,1
165,165,That depends. What do  u and u do? U fuck. U also get  ur ass licks and then u l,1,1
166,166,well it is  just different. i dont have the gd  i hate them sometimes..,1,1
167,167,HUGGLING POO...,1,1
168,168,Damn... that is a bad move.. and we had a chat a minute... i told ya I was pissed.. i told him,1,1
169,169,"You don't sound so ""hot""  now do they? ;)",1,1
170,170,fuck you  man. that dude sucks ass.,1,1
171,171,fuck off &lt;40; ;) &lt;3,1,1
172,172,I just fucking figured...,1,1
173,173,yeah damn,1,1
174,174,fuck off dude!!!!  that was hilarious,1,1
175,175,you should be ashamed. I&&m your bitch of faking! LOL,1,1
176,176,Damn that means my aunt hates me!,1,1
177,177,you know I don't like fat kids.....heck  I hate them,1,1
178,178,i have an awesome idea why you have such a hard time at work... you eat so ass you can do so do,1,1
179,179,I don t want u get fat but then u'd have nothing so I don cus get fat.,1,1
180,180,your ass?! BITCH.,1,1
181,181,Fuck yeah!!!,1,1
182,182,don't tell y'all I don't have a vagina. ;),1,1
183,183,oh god yes. they do everything I hate.,1,1
184,184,"Damn man I think that might mean... I'm trying to think of ""Ohhh I smell a pussy... I'd like to",1,1
185,185,hey you're not the first bitch  we all have one! you don-  your ass should do just that already... fuck,1,1
186,186,i feel like you have one bad day in  a while,1,1
187,187,lol no fucking shit! I'M IN A BIZZLE IN THE FUTURE!!,1,1
188,188,"
that is an ass pull. no wonder he cant move... he had the bear prolly thing there",1,1
189,189,Fairy-pal  just says you're a fanny and you wanna get married. ;),1,1
190,190,dont fucking lick my cock! :P,1,1
191,191,Oh.. wow? Well I can't stand the smell!!,1,1
192,192,You are a moron lol.,1,1
193,193,Damn... I would never call her. Her whole life... I was never going to call her. LOL  she's a slut,1,1
194,194,oh. so? im not gonna judge. just let them drink  and let 'ol peeps call. :) I hate to,1,1
195,195,you are a total cunt..,1,1
196,196,whooaaa that's fucking hot!!! Damn that pussy!  The rest soon... Whoo!,1,1
197,197,damn you :) and sorry! ;3 ;),1,1
198,198,fuck...damn ur luck,1,1
199,199,dudu? you are a cunt youre on the take and if we don;,1,1
200,200,oh wow!!! thank god!,1,1
201,201,LOL! The Gay Man Award in D.A =),1,1
202,202,I love you for it...so many damn people do.  And  the guy from YouTube does too!! lol  Ha!!!,1,1
203,203,damn damn damn  do you really think you know such a big loser?? LOL :P.,1,1
204,204,I am fucking mad that i had to tweet  they are trying,1,1
205,205,you're a fucking moraginal. you should stay dead ass behind some wall,1,1
206,206,LIES!,1,1
207,207,That sounds really bad; but you're the last of them ;-),1,1
208,208,You have to fuck yourself!,1,1
209,209,you're pretty. And I LOVE yur butt. ;),1,1
210,210,yo! bitch! bitch ass!,1,1
211,211,i fucking hate you :),1,1
212,212,You gonna kill your own kids  bitch? Damn it man I'M A GIRL...and not even a gay one,1,1
213,213,I can fuck all day but...fuck? Is all week long? Lol,1,1
214,214,Fuck.,1,1
215,215,I don't need anyone with me now! Or at least I don't think my little sister should. That bitch must come and,1,1
216,216,you&#2m  do not care,1,1
217,217,your ugly and have no fucking soul!!!,1,1
218,218,"it's called ""dick pics "" and I love cock.",1,1
219,219,"Hahah ah! I was like ""whoa!! that sucks! lol lol damn skype call  what about VIVA",1,1
220,220," - What's a dick  I've only said dick once :P :/ ""Fat Bastard""",1,1
221,221,I think that's some dick head... damn kids to judge,1,1
222,222,no  i do NOT hate jim's ass!!,1,1
223,223,fuck yes. i'll send your mom your voicemails. LOL,1,1
224,224,DAMnnN!! I CATEHATE! Boo? Or something  homie?,1,1
225,225,u wish it could just freeze. damn it,1,1
226,226,That sucks ass,1,1
227,227,dude im too old to eat fat... fat = calories lol,1,1
228,228,"i just hate how many people they accuse you. and they call us ""blah-blah"" or they make you sick",1,1
229,229,You know...I hate all forms of hate...,1,1
230,230,that sucks :) lol damn u didnt get u racy fare,1,1
231,231,You got a gun right on that fucking tree... Damn!! I'd just kick their asses if I was them:,1,1
232,232,I mean  the damn game! But seriously how the hell would your balls stop in a million of balls?! lol,1,1
233,233,Fuck it you'll be able to pick out each episode with such specificity :),1,1
234,234,haha damn it.  We're in a car. Why am i always so slow???,1,1
235,235,Ok fine... but we owe her that damn apology,1,1
236,236,i agree. The French are like the hounds of BOTH!,1,1
237,237,Damn I wanna see them in the movie next year. I'll put a big V&H at aufdeind! I,1,1
238,238,I'll tell ya bitchie i' aint got a bitch! Damn you @KristelJFrances! I love all,1,1
239,239,loser. fuck u?,1,1
240,240,no  im glad for that :D,1,1
241,241,That sucks :(,1,1
242,242,oh  well  no shame  so I won'nt get all jealous cause my daddy loves u,1,1
243,243,lol! lol,1,1
244,244,no i hate that i am being so fucking dumb i will tell you your damn job or the next damn thing,1,1
245,245,that is gross ass-suck. - U.F.,1,1
246,246,That doesn. Is. That. DIRTY. :),1,1
247,247,Damn! That sucks.. I hope you guys are not suffering the same. You rock! :p,1,1
248,248,"yeah its like ""why don' TBR & LJ & @twtweetstopwannamiggers&gah",1,1
249,249,no it just means fuck u in dick n lick.,1,1
250,250,heesh... i can see how u got caught. lol;33333333 michael jones... you a d-D...,1,1
251,251,no it should...well it'll just freak them out :P,1,1
252,252,that sucks. you're probably sick as fuck. and there sucks!,1,1
253,253,Damn! I thought they had you at gunpoint? They could have sent me to gun range! LOL ,1,1
254,254,"
  that sucks. it sucks hard  but then... it is true ;)",1,1
255,255,damn. fuck me. tomorrow i get my ass beat by 2 dicks....&#1; ;)))) :)),1,1
256,256,@Troll_Pimp& @Fanny&r,1,1
257,257,why? is your cock really too long?,1,1
258,258,Damn. The people that said no jobs at all will go crazy because no job now =_ =P I need jobs tomorrow!,1,1
259,259,lulz? Lol lulz to your last 2 years  i was jealous of u! : ) Lol. LOL lol LOL LOL,1,1
260,260,lol  its damn hard though.,1,1
261,261,You are on to much.,1,1
262,262,I hate the fat girl. She looks ugly as f*cker?,1,1
263,263,I'm with the @jwboys on you for taking the time to watch @jwboys. They are brilliant.,1,1
264,264,that ass look so fat. Is there a chocolate cake at the french place that was too big for him?,1,1
265,265,no it would never be gay to the hampers ;D. :P.,1,1
266,266,that sucks. lol,1,1
267,267,Oh! I see that one. Very ugly.,1,1
268,268,it does look like your computer  damn.,1,1
269,269,Fucking LYRICS. I'll always love you. Hate that band. LOL. Lmaooo,1,1
270,270,i can fucking live i'll make this up soon enough! Lol,1,1
271,271,LOL u&@&gt;s ass was full grown. lol,1,1
272,272,I can say that just as a fuck.,1,1
273,273,you got that fake cock off..,1,1
274,274,i would have focked him for laughing like that  he was hilarious!,1,1
275,275,lol  you get all kinds of shit for being gay and I think that's great LOL,1,1
276,276,You're so fag!  LOL  I know the only thing I don'm worse at.  LUL LUL,1,1
277,277,Damn.. Damn..,1,1
278,278,I just wanna say THANKYOU SO DAMNED ASS!,1,1
279,279,hah  I'm not complaining because I don't wanna win  damn bitch.,1,1
280,280,damn yeah! i hate u,1,1
281,281,i hate u lol....damn..d,1,1
282,282,-_- damn you kenny,1,1
283,283,fuck you @HIV/PV,1,1
284,284,i wish the emacs emacs is awesome  though. its too clippy :/,1,1
285,285,dont go see ghz and u got 2 fucking kids :D,1,1
286,286,you really hate being alone and don't care about the weather when its freezing. LOL!,1,1
287,287,yo what did yo u think was the least entertaining i could make out ur blog?,1,1
288,288,I will fuck your vagina tomorrow,1,1
289,289,Flawen...but that was a good job on my first try!,1,1
290,290,you need some of mine or something  so i can make ur life so miserable...,1,1
291,291,that should come in a fucking box!! Hahaha,1,1
292,292,LOL: I can't believe the first word  that comes down from the mouth of a gay pride flunky is 'gay,1,1
293,293,i hate u  so fucking MUCH i want some.,1,1
294,294,fuck it  im not even watching the game now  I will be drinking some fucking kool-zips lol,1,1
295,295,fuck yeah  that is some serious bootlegger juice. lol i just figured it out,1,1
296,296,fuck yes sir! That sucks.... lol ,1,1
297,297,damn  i hate those assclownz!!!!!,1,1
298,298,Damn that! And I want to eat some bacon too....it's so damn good :) I think,1,1
299,299,damn.,1,1
300,300,no i meant he got busted once for drinking.  lmao lmaoooooo,1,1
301,301,hahah ah my bad.,1,1
302,302,That's just sad as hell.... Damn it's early morning...,1,1
303,303,lol  your like gay? ha,1,1
304,304,I want a divorce!,1,1
305,305,Lazy man :( :-),1,1
306,306,hmm yeah that sucks!,1,1
307,307,I feel like a whore! ,1,1
308,308,Oh god  man that sucks.,1,1
309,309,bitch u got the moustache I know  I'll put some fat up her arse :) I'ma slap that,1,1
310,310,damn I'll be working in NYC next shift. I'd hate to sleep in this city! LOL,1,1
311,311,"Damn..it really works on this one...no wonder people think  that it ""really works on a couch...it was just",1,1
312,312,That's why people have boobs...,1,1
313,313,i have a dud head lol so noooo fucking emo kids,1,1
314,314,lmfao. how am im gonna kick yo face. :3,1,1
315,315,LOL so fucking early,1,1
316,316,damn it! I'm sick of your hate! ,1,1
317,317,That sounds pretty sad... But it's OKAY.  I just wanna fuck.,1,1
318,318,gay men: no. You are so gay men,1,1
319,319,wow i didnt even know there's such a thing! it must be REALLY gross! damn gross,1,1
320,320,you got her the bitch..why would you not kill a bitch?,1,1
321,321,I fucking CUNTFIES. I was just talking to an old hater,1,1
322,322,your cock is so fat and lanky that ur not really a man  ur a pig :D ha,1,1
323,323,'HOLY SHIT IT A HACKER!!! AHAHAHAHAHAHAHHHAHAHAHAHAHAHAHA! LOL. U GAY!!!!! SO,1,1
324,324,i hate to be of too much help at weddings...,1,1
325,325,You can take a piss on mine :-P  Well thats good because... well fuck.... I want a whale  just for,1,1
326,326,Fuck yo booty!!!,1,1
327,327,fuck you and  i will call the cops. you fucking pig,1,1
328,328,that sucks...it makes for a lame skit lol.,1,1
329,329,That just shows how little money people need you to give them....and i feel for those people....fuck em!,1,1
330,330,",  they will make good snowman for sure :)",1,1
331,331,fuck yeah,1,1
332,332,you&;re the devil!! I don&;t believe you!!!,1,1
333,333,i love u...you &lt; dick on it and it will change tomorrow ;),1,1
334,334,Damn! :-D @davidduffel@Dovee25 @dnthefuckle @dffile,1,1
335,335,Ohh so sorry. Very...poor thing.,1,1
336,336,that  should make him feel some pain for now :-D,1,1
337,337,I hate u!,1,1
338,338,"
&amp;amp;adamp;&amp;amp;adamp&amp;lt;3a",1,1
339,339,omigosh you're so hot you can bein a dick,1,1
340,340,Damn skippy i hate them haha.,1,1
341,341,Funny story....you said u was pissed over @walmart...still not pissed....tune in on it  I can,1,1
342,342,fuck off,1,1
343,343,damn  your so gay you make my cock stand for the lulz,1,1
344,344,no I hate you :( i have seen other fakes though ;) you are the REAL one  :) lmgt!! :) x,1,1
345,345,That is fucking amazing! So far we've seen the whale of many kinds,1,1
346,346,you gots a fucking gun. i was a total freak for you  fuck. i can see that gun on there.,1,1
347,347,no that ass lol...fuck your ass!!! :-),1,1
348,348,i have the best gay accent you will ever be eminated!!!!!,1,1
349,349,lol its not that. its you  that's ugly as fuck...,1,1
350,350,damn  all those things,1,1
351,351,dawn of nduranduu. i wanna see u fight emo nigas with an ax.,1,1
352,352,Lazyass. Lol,1,1
353,353,lol i was thinking of u a minute ago. what's the deal,1,1
354,354,"Damn  it's just like ""whiskey or bourbon"". That piss me off  haha",1,1
355,355,Oh fuck yeah!,1,1
356,356,omg you have to be 16 to go to Vegas!? What am I being dumbass enough to do in Vegas with 8 year,1,1
357,357,that's exactly why I hate shopping...you have to get it all on there. Or go get pizza in your parent or your,1,1
358,358,HOLY FUCK!!! Are YOU GOING!! U KNOW THAT SON!!!   HE SAILED THEM AND WAS IN,1,1
359,359,that was pretty hilarious,1,1
360,360,you&;s ugly as a bitch... fuck!,1,1
361,361,Oh my god the damn pistache! I hate pistachios! haha haha.,1,1
362,362,did u eat a big ass meal?? I eat bigass meals. I eat rice cake.,1,1
363,363,dumb as darlin' daaaaarrr! I'm so gay!! haha I got my photo  just now and,1,1
364,364,I fucking hate you,1,1
365,365,damn i have  you know i hate them :-/,1,1
366,366,oh my gahaha! damn right I will.,1,1
367,367,fuck yeah bitch ;),1,1
368,368,that is some bad news.,1,1
369,369,I would hate to have to answer it myself but there ya're at.,1,1
370,370,I hate you too. What a loser.  Lazy bitch.,1,1
371,371,Damn I hate it! Damn...,1,1
372,372,I am fucking LMAOOLLLLLLLLLLY!!!!!!!!! :),1,1
373,373,I have to stop crying!! I will stop at work early next month for the new season!!!! Damn you all!,1,1
374,374,I can see how your not happy...what do you do now? Oh well. I still get it. It's still entertaining,1,1
375,375,I hate you for having all that hate to talk about right now. :),1,1
376,376,oh damn I hate holidays &gt; they make me hate holidays,1,1
377,377,@EddieJN You know there was porn last year  but that shit doesnn't count. ,1,1
378,378,i would be jealous.. im just telling you what ur getting at imo.. im more like the fatcat!,1,1
379,379,You hate ur mom too? She&m2t&amp;s an ima-boo&amp;e,1,1
380,380,yeah but the fat boy is always making the fat ass laugh.,1,1
381,381,no need for a trip...,1,1
382,382,damn you got some damn tech gurus!! @gig_hype_,1,1
383,383,Lol  I just made another post saying sorry I had to eat your face..damn now you can eat me :P,1,1
384,384,I hate the way u keep calling people uppp! Wtf!!!!,1,1
385,385,hmmm...that sucks for ur blog....but...i dig ur work...imo. Haha,1,1
386,386,well I was jealous of your guts  but... that's a different story.  :],1,1
387,387," ""Hey! Hows mom working on my computer? What did you drink that was so boozy?""",1,1
388,388,You mean the fucking dog who ur talking with right after work,1,1
389,389,yeah i hate that song  that sucks & people that liked it should go get 'cause you&,1,1
390,390,You betcha ;) i'm gonna sleep over here :) :).,1,1
391,391,I'ma punch you in that cunt for once lol,1,1
392,392,Fuck that. I'm moving to Boston soon and then will be fucking driving up to my grandmother&lt;2,1,1
393,393,I hate you...,1,1
394,394,damn now i feel bad.,1,1
395,395,damn,1,1
396,396,why did that dog freak his fucking pants?,1,1
397,397,I'm not so stupid you know! I can walk around 5 blocks in 4. lol,1,1
398,398,You mean it was your damn self,1,1
399,399,Fucking fucking god damnit  i hope not too much!,1,1
400,400,yeah i'm just jealous of you  lol. you've always got a little cock and ummm.. a cock that you'd,1,1
401,401,i agree!,1,1
402,402,dude this was hilarious & u will find out soon :) that dude is hilarious @ hisatty!,1,1
403,403,lol i love her xd she always makes my life miserable  :/ :D,1,1
404,404,a fucka whale.,1,1
405,405,well u could do 2 fuck em too haha,1,1
406,406,omg you guys are all  homoerotic fuck and all these ass kids deserve!,1,1
407,407,haha no I mean you're a fucking pig LOL,1,1
408,408,I have to ask: if they could go  without the ear plugs  how many more famous rappers would you get ,1,1
409,409,i fucking fucking hate this shit.,1,1
410,410,no I am not. I just don't watch it  because I think people can be mean,1,1
411,411,damn damn. it makes me feel stupid for not reading for weeks... damn that's too bad.. I would go fuck myself,1,1
412,412,that sucks.,1,1
413,413,-that bitch is ugly. - I wish this phone call had happened earlier. *shrug*,1,1
414,414,lulz! Lol! :P,1,1
415,415, you must fucking hate Christmas lol.,1,1
416,416,dou damnit! That really sucks. :( :(,1,1
417,417,omg i'm going crazy now  I'm on meds,1,1
418,418,Fuck yo mom I got titti goin out yo' bitch. Fuck u nigga niggurr.,1,1
419,419,"that's why they call him the ""Fat Fuck"" in The Sopranos.  And the fat guy in the last two",1,1
420,420,Oh man that's bad. I wish I would get caught by that!,1,1
421,421,i think im sick as hell of you,1,1
422,422,"omgom I love when a newbie makes a lame post. I like to laugh at his ""obvs"".",1,1
423,423,you do. ugh so gross looking,1,1
424,424,omg man it was such fucking fun,1,1
425,425,That sucks!,1,1
426,426,fuck the fuck? I was a fan from the start! Fuck em all!,1,1
427,427,I'm not just a loser! I get the money from work but I also don the damn flab! Lol!,1,1
428,428,I'm in high school for calculus now and am pretty damn stupid but I can't pass the exam in english I got for college,1,1
429,429,hahaha ok so my mom's right :) she's just jealous and she makes me so damn fat! and when u see,1,1
430,430,did @jembu just call all you kids on here the n-a-ties?,1,1
431,431,I hate having to watch other people have sex and they are hot as hell! (yes  that's the gay version of a,1,1
432,432,That sucks ass,1,1
433,433,. That's gay!  Gay guys go there in Vegas! Ha-ha hahaha,1,1
434,434,I fucking love that song! :),1,1
435,435,i hate u :/,1,1
436,436,"I wasnt saying ""gig city"". I mean I'nt saying fuck niggas or hoe's or gay people",1,1
437,437, I think your an arse!,1,1
438,438,that's stupid i reckon. it sounds awful!,1,1
439,439,dont tell everyone. :-p,1,1
440,440,damn that is good  i was about to say fuck off,1,1
441,441,heesh you guys got me hoe! Lol,1,1
442,442,Lazy bitch. LOL i had to write that. lol,1,1
443,443,a big no go,1,1
444,444,yeah thats one too many. damn the malls...  and parking...  im stuck right here,1,1
445,445,Damn right I do...I think I'm trying to pickle him.,1,1
446,446,fuck  man. u are going to fuck some dude? loooove. :-.),1,1
447,447,Fuck emo people - that happens everywhere ;),1,1
448,448,no? i thought its ken? or is that skippy again. u/quark or skippy on btw :,1,1
449,449,You're one pissed fat man? Lol,1,1
450,450,I'm fucking dead.   I have 5 minutes until the game kicks off &! &. ,1,1
451,451,i can say it was hard working for jenkins to keep the guys busy,1,1
452,452,your not a fuck whore. or at least dont say anything about being gay at all!! *goddamn pussy!!! lma,1,1
453,453,btw damn...why don't you visit NY first? ;),1,1
454,454,damn that dude sucks I was hoping that,1,1
455,455,fuck yo fucking head!!!,1,1
456,456,why do people hate you :( @_@ - FUCK JENK  just hate u :),1,1
457,457,that guy is my type. HAPPY FUCK!  My first gay party! lol!  And finally had enough time to,1,1
458,458,well maybe  though it is a long story so you can skip the actual fuck out of that section :-P *roll*,1,1
459,459,damn that's really bad,1,1
460,460,Damn  that can have been an old ass question though :) Would you do what  the nikdaholic says?,1,1
461,461,aww that sucks man!!!!,1,1
462,462,fuck u  fuck off. ,1,1
463,463,i know i should just hide myself under this tree but  the only thing the snow sucks is the mosquitos!,1,1
464,464,You're going to be a bitch in the next room...,1,1
